Sample Index,Epsilon,EV Threshold,ROI,Number of Bets
399,0.37,0.018,11.664876413462673,387
400,0.37,0.024,13.81850069215655,256
401,0.37,0.006,13.015584801082683,559
402,0.37,0.008,6.694935749122469,538
403,0.37,0.006,7.409267828874769,575
404,0.35,0.008,13.984672476630408,523
405,0.37,0.008,10.488562941627393,518
406,0.37,0.021,19.582104938614975,321
407,0.37,0.006,14.049010507721654,568
408,0.02,0.027,5.922474013968023,667
409,0.37,0.008,9.92124770220244,557
410,0.01,0.025,4.669093156643825,678
411,0.35,0.025,15.961197152057602,308
412,0.37,0.008,10.610718540027381,536
413,0.37,0.008,9.903716264816676,541
414,0.37,0.009,12.879153755846563,554
415,0.28,0.006,10.045544315487117,615
416,0.37,0.008,7.560366367021418,543
417,0.18,0.025,10.696489495703897,492
418,0.37,0.021,7.661090041102183,327
419,0.02,0.0,4.9811722678554675,667
420,0.37,0.008,10.087464622929929,524
421,0.37,0.008,9.71632616249553,535
422,0.35,0.008,12.605130962346662,530
423,0.37,0.006,13.649894164077288,553
424,0.18,0.008,10.988861550989881,608
425,0.38,0.02,18.397905639240037,343
426,0.37,0.021,15.372260441317277,344
427,0.37,0.023,16.277414941955413,334
428,0.37,0.025,20.742813126241455,292
429,0.37,0.006,8.63528374295666,559
430,0.37,0.008,11.814730804409535,560
431,0.18,0.008,9.097144862085205,612
432,0.37,0.008,11.956016320566999,549
433,0.37,0.025,15.113485952012825,283
434,0.35,0.006,6.060192611650975,563
435,0.37,0.025,12.395442708783076,291
436,0.37,0.025,21.09118891019907,309
437,0.37,0.025,17.14419256581475,271
438,0.37,0.023,17.318998078781302,311
439,0.37,0.008,15.013587889183214,579
440,0.18,0.019,5.714829240681614,523
441,0.37,0.025,16.626030040781984,307
442,0.37,0.006,10.378868048522467,561
443,0.14,0.008,5.382109531018249,638
444,0.18,0.025,6.218895159999796,517
445,0.37,0.008,8.821404246380576,579
446,0.18,0.025,8.385029415875772,484
447,0.37,0.008,13.099037208500977,519
448,0.37,0.023,20.981071854923456,288
449,0.18,0.009,6.7774661679214825,582
450,0.35,0.025,12.335099643118816,301
451,0.37,0.021,18.464989179216165,330
452,0.37,0.025,17.712494204224154,280
453,0.37,0.006,9.921060475753656,574
454,0.37,0.025,16.212109882377565,308
455,0.17,0.008,2.5913755621063403,609
456,0.35,0.008,11.30691251264748,573
457,0.37,0.009,9.603111360064075,498
458,0.37,0.002,9.415210273719543,654
459,0.18,0.021,4.365689556370814,524
