Date,Teams,Favorite/Underdog,Score,Spread Min,Spread Max,Moneyline,Payout,Win Percentage,EV
20091205,Rutgers Scarlet Knights,(Favorite), 21 ,-1.0,-1.0,-120.0,0.8333333333333334,0.4809688581314879,-0.11822376009227215
,West Virginia Mountaineers,(Underdog), 24 ,1.0,1.0,120.0,1.2,0.5190311418685121,0.14186851211072649

20091205,Southern California Trojans,(Favorite), 17 ,-6.5,-6.5,-240.0,0.4166666666666667,0.6809917355371901,-0.03526170798898076
,Arizona Wildcats,(Underdog), 21 ,6.5,6.5,210.0,2.1,0.31900826446280994,-0.011074380165289166

20091205,California Golden Bears,(Favorite), 10 ,-7.0,-6.5,-260.0,0.38461538461538464,0.6973533910708587,-0.034433766209580274
,Washington Huskies,(Underdog), 42 ,6.5,7.0,235.0,2.35,0.3026466089291413,0.01386613991262342

20091205,Clemson Tigers,(Favorite), 34 ,-1.0,1.0,-105.0,0.9523809523809523,0.5,-0.023809523809523836
,Georgia Tech Yellow Jackets,(Underdog), 39 ,-1.0,1.0,100.0,1.0,0.5,0.0

20091205,Texas Longhorns,(Favorite), 13 ,-14.5,-13.5,-600.0,0.16666666666666666,0.8360359201884201,-0.02462475978017656
,Nebraska Cornhuskers,(Underdog), 12 ,13.5,14.5,525.0,5.25,0.16396407981157984,0.024775498822373954

